"","location_key","life_expectancy","smoking_prevalence","diabetes_prevalence","infant_mortality_rate","adult_male_mortality_rate","adult_female_mortality_rate","pollution_mortality_rate","comorbidity_mortality_rate","hospital_beds_per_1000","nurses_per_1000","physicians_per_1000","health_expenditure_usd","out_of_pocket_health_expenditure_usd"
"2626","US_OR",79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2627","US_OR_41001",77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2628","US_OR_41003",81.915385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2629","US_OR_41005",79.897403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2630","US_OR_41007",77.990909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2631","US_OR_41009",78.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2632","US_OR_41011",76.208333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2633","US_OR_41013",77.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2634","US_OR_41015",75.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2635","US_OR_41017",79.913636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2636","US_OR_41019",76.872727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2637","US_OR_41021",80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2638","US_OR_41023",81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2639","US_OR_41025",77.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2640","US_OR_41027",81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2641","US_OR_41029",78.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2642","US_OR_41031",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2643","US_OR_41033",76.85625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2644","US_OR_41035",77.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2645","US_OR_41037",79.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2646","US_OR_41039",78.764557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2647","US_OR_41041",77.911765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2648","US_OR_41043",77.885714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2649","US_OR_41045",77.771429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2650","US_OR_41047",79.308772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2651","US_OR_41049",80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2652","US_OR_41051",78.872785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2653","US_OR_41053",79.263636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2654","US_OR_41055",81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2655","US_OR_41057",78.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2656","US_OR_41059",78.971429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2657","US_OR_41061",78.4125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2658","US_OR_41063",78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2659","US_OR_41065",77.8875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2660","US_OR_41067",81.20101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2661","US_OR_41069",78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2662","US_OR_41071",79.611765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2663","US_PA",78.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2664","US_PA_42001",79.995455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2665","US_PA_42003",77.236134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2666","US_PA_42005",77.789474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2667","US_PA_42007",77.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2668","US_PA_42009",78.581818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2669","US_PA_42011",78.464773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2670","US_PA_42013",77.538235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2671","US_PA_42015",79.192857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2672","US_PA_42017",79.608571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2673","US_PA_42019",78.867442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2674","US_PA_42021",77.34359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2675","US_PA_42023",79.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2676","US_PA_42025",77.008333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2677","US_PA_42027",81.782609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2678","US_PA_42029",80.772727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2679","US_PA_42031",79.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2680","US_PA_42033",78.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2681","US_PA_42035",79.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2682","US_PA_42037",78.414286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2683","US_PA_42039",77.713636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2684","US_PA_42041",79.813043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685","US_PA_42043",78.069231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2686","US_PA_42045",77.659712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2687","US_PA_42047",78.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2688","US_PA_42049",77.30303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2689","US_PA_42051",76.337143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2690","US_PA_42053",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2691","US_PA_42055",80.055556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2692","US_PA_42057",76.966667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2693","US_PA_42059",77.833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2694","US_PA_42061",79.958333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2695","US_PA_42063",78.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2696","US_PA_42065",77.746154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2697","US_PA_42067",79.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2698","US_PA_42069",76.664912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2699","US_PA_42071",79.841837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2700","US_PA_42073",76.989286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2701","US_PA_42075",78.948387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2702","US_PA_42077",79.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2703","US_PA_42079",76.528283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2704","US_PA_42081",79.07037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2705","US_PA_42083",77.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2706","US_PA_42085",77.267857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2707","US_PA_42087",78.591667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2708","US_PA_42089",79.593333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2709","US_PA_42091",80.246602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2710","US_PA_42093",79.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2711","US_PA_42095",79.680303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2712","US_PA_42097",77.033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2713","US_PA_42099",77.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2714","US_PA_42101",75.379718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2715","US_PA_42103",80.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2716","US_PA_42105",79.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2717","US_PA_42107",76.292308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2718","US_PA_42109",81.171429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2719","US_PA_42111",78.057143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2720","US_PA_42113",76.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2721","US_PA_42115",79.263636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2722","US_PA_42117",78.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2723","US_PA_42119",80.557143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2724","US_PA_42121",77.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2725","US_PA_42123",78.530769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2726","US_PA_42125",76.985965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2727","US_PA_42127",77.733333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2728","US_PA_42129",77.955102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2729","US_PA_42131",79.385714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2730","US_PA_42133",78.3625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2731","US_PR",79.78832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2732","US_RI",79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2733","US_RI_44001",80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2734","US_RI_44003",78.87027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2735","US_RI_44005",80.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2736","US_RI_44007",78.528571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2737","US_RI_44009",80.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2738","US_SC",76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2739","US_SC_45001",77.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2740","US_SC_45003",77.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2741","US_SC_45005",72.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2742","US_SC_45007",76.520513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2743","US_SC_45009",75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2744","US_SC_45011",75.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2745","US_SC_45013",80.01875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2746","US_SC_45015",76.955263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2747","US_SC_45017",75.933333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2748","US_SC_45019",77.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749","US_SC_45021",74.184615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2750","US_SC_45023",73.754545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2751","US_SC_45025",75.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2752","US_SC_45027",75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2753","US_SC_45029",73.533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2754","US_SC_45031",73.453333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2755","US_SC_45033",75.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2756","US_SC_45035",78.004348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2757","US_SC_45037",77.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2758","US_SC_45039",76.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2759","US_SC_45041",74.50625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760","US_SC_45043",76.264286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2761","US_SC_45045",77.543119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2762","US_SC_45047",77.885714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2763","US_SC_45049",75.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2764","US_SC_45051",77.034328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2765","US_SC_45053",75.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2766","US_SC_45055",75.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2767","US_SC_45057",75.461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2768","US_SC_45059",75.453333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769","US_SC_45061",73.283333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2770","US_SC_45063",77.739437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2771","US_SC_45065",77.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2772","US_SC_45067",73.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2773","US_SC_45069",73.728571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2774","US_SC_45071",77.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2775","US_SC_45073",76.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2776","US_SC_45075",74.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2777","US_SC_45077",75.534783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2778","US_SC_45079",76.783562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2779","US_SC_45081",78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2780","US_SC_45083",76.241791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2781","US_SC_45085",75.266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2782","US_SC_45087",73.488889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2783","US_SC_45089",73.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2784","US_SC_45091",77.175556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2785","US_SD",78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2786","US_SD_46003",83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2787","US_SD_46005",78.766667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2788","US_SD_46007",76.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2789","US_SD_46009",83.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2790","US_SD_46011",80.016667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2791","US_SD_46013",79.7375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2792","US_SD_46015",78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2793","US_SD_46017",74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2794","US_SD_46019",81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2795","US_SD_46021",81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2796","US_SD_46023",80.266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2797","US_SD_46025",80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2798","US_SD_46027",78.866667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2799","US_SD_46029",82.471429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2800","US_SD_46031",78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2801","US_SD_46033",80.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2802","US_SD_46035",80.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2803","US_SD_46037",78.666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2804","US_SD_46039",83.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2805","US_SD_46041",78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2806","US_SD_46043",82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2807","US_SD_46045",81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2808","US_SD_46047",76.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2809","US_SD_46049",81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2810","US_SD_46051",81.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2811","US_SD_46053",76.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2812","US_SD_46055",81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2813","US_SD_46057",81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2814","US_SD_46059",81.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2815","US_SD_46063",84.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2816","US_SD_46065",79.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2817","US_SD_46067",80.533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2818","US_SD_46069",80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2819","US_SD_46071",80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2820","US_SD_46073",80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2821","US_SD_46077",79.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2822","US_SD_46079",83.533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2823","US_SD_46081",79.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2824","US_SD_46083",80.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2825","US_SD_46085",82.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2826","US_SD_46087",77.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2827","US_SD_46089",80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2828","US_SD_46093",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2829","US_SD_46095",77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2830","US_SD_46097",79.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831","US_SD_46099",79.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2832","US_SD_46101",77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2833","US_SD_46103",79.313636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2834","US_SD_46105",78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2835","US_SD_46107",80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2836","US_SD_46109",77.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2837","US_SD_46111",79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2838","US_SD_46115",81.233333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2839","US_SD_46117",80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2840","US_SD_46119",79.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2841","US_SD_46121",74.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2842","US_SD_46123",80.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2843","US_SD_46125",80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2844","US_SD_46127",80.666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2845","US_SD_46129",78.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846","US_SD_46135",79.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2847","US_SD_46137",75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2848","US_TN",75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2849","US_TN_47001",76.4875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2850","US_TN_47003",76.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2851","US_TN_47005",72.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2852","US_TN_47007",76.566667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2853","US_TN_47009",76.519048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2854","US_TN_47011",75.194737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2855","US_TN_47013",72.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2856","US_TN_47015",74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2857","US_TN_47017",74.442857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2858","US_TN_47019",75.029412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2859","US_TN_47021",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2860","US_TN_47023",75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2861","US_TN_47025",73.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2862","US_TN_47027",73.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2863","US_TN_47029",72.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2864","US_TN_47031",74.409091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2865","US_TN_47033",74.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2866","US_TN_47035",75.730769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2867","US_TN_47037",76.507857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868","US_TN_47039",76.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2869","US_TN_47041",73.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870","US_TN_47043",75.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2871","US_TN_47045",75.4875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2872","US_TN_47047",76.063636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873","US_TN_47049",73.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2874","US_TN_47051",75.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2875","US_TN_47053",74.415385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876","US_TN_47055",74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877","US_TN_47057",73.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878","US_TN_47059",74.915385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879","US_TN_47061",74.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2880","US_TN_47063",74.433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2881","US_TN_47065",76.281081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2882","US_TN_47067",72.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883","US_TN_47069",73.983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884","US_TN_47071",73.433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885","US_TN_47073",74.191667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886","US_TN_47075",74.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2887","US_TN_47077",73.233333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2888","US_TN_47079",73.366667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889","US_TN_47081",74.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
